siteId,daily_average_flow,weekly_average_flow,monthly_average_flow,daily_Before_COVID,daily_1st_Lockdown,daily_2nd_Lockdown,daily_Post_COVID
GC1701_A,1836.7742331288343,12579.588235294117,51619.68965517241,2090.6376811594205,1025.9846153846154,1478.8923076923077,2196.073529411765
GC1701_B,1036.1312883435583,7096.193277310925,29118.862068965518,1240.2173913043478,521.276923076923,789.1076923076923,1178.3235294117646
GC1751_P,835.7067484662576,5723.53781512605,23486.241379310344,881.1884057971015,536.7692307692307,794.5076923076923,879.2647058823529
GC1751_R,1329.5055214723927,9105.436974789916,37363.68965517241,1487.2028985507247,613.8461538461538,978.1384615384616,1544.985294117647
GC1751_S,1353.1656441717791,9267.47899159664,38028.620689655174,1511.6666666666667,643.9230769230769,1109.5076923076922,1617.6764705882354
GC1751_T,1036.1460122699386,7096.294117647059,29119.275862068964,566.8550724637681,1135.9384615384615,1324.1538461538462,1171.0882352941176
GC180A_A,1224.598773006135,8386.957983193277,34415.44827586207,1439.7246376811595,641.1538461538462,1255.3692307692309,1420.8088235294117
GC180A_B,1811.0674846625766,12403.529411764706,50897.24137931035,2078.144927536232,983.0769230769231,1610.076923076923,2128.235294117647
GC185A_R,1555.4147239263805,10652.63025210084,43712.51724137931,1498.7391304347825,938.2615384615384,1345.553846153846,1878.2794117647059
GC185A_S,1544.3877300613497,10577.10924369748,43402.620689655174,1756.4782608695652,762.2923076923076,1343.0923076923077,1816.5882352941176
GC2331_A,1077.885889570552,7382.1596638655465,30292.310344827587,1280.4927536231885,501.18461538461537,941.5076923076923,1282.235294117647
GC2331_B,918.5276073619632,6290.756302521008,25813.793103448275,1241.9710144927535,527.9230769230769,703.876923076923,1001.3676470588235
GC2331_C,629.5889570552147,4311.890756302521,17693.620689655174,642.072463768116,323.75384615384615,686.4769230769231,714.4705882352941
GC2331_D,373.2564417177914,2556.3361344537816,10489.793103448275,531.8550724637681,289.0,293.10769230769233,335.70588235294116
GC4051_B,794.6343558282208,5442.243697478992,22331.96551724138,1061.8695652173913,561.7538461538461,646.2923076923076,909.2647058823529
GC4051_D,369.52269938650306,2530.764705882353,10384.862068965518,402.42028985507244,265.0153846153846,329.4,475.9264705882353
GC4101_V,711.8944785276074,4875.579831932773,20006.689655172413,1048.855072463768,254.86153846153846,680.123076923077,837.2058823529412
GC4151_A,292.63312883435583,2004.1680672268908,8224.0,428.81159420289856,164.41538461538462,214.04615384615386,369.95588235294116
GC4151_C,703.922699386503,4820.983193277311,19782.655172413793,934.3913043478261,448.4,545.8,839.8676470588235
GC4151_E,1775.0,12156.512605042017,49883.620689655174,2376.8985507246375,2079.123076923077,1645.446153846154,1420.75
GD005A_R,3181.2184049079756,21787.33613445378,89403.20689655172,3727.2608695652175,1778.3846153846155,2677.846153846154,3809.6029411764707
GD005A_S,1942.519018404908,13303.806722689076,54591.48275862069,2580.31884057971,1228.0307692307692,1868.8153846153846,1690.5294117647059
GD0101_A,2248.831901840491,15401.66386554622,63199.93103448276,2932.1739130434785,1313.4923076923078,1801.4,2438.8676470588234
GD0101_B,2132.921472392638,14607.823529411764,59942.44827586207,2903.0,1257.1846153846154,1982.4153846153847,1874.6911764705883
GD0151_R,2345.159509202454,16061.38655462185,65907.06896551725,2952.0,1309.8153846153846,1931.3384615384616,2601.8676470588234
GD0151_S,2316.6208588957056,15865.932773109243,65105.03448275862,3160.246376811594,1446.1846153846154,2016.6923076923076,2061.5882352941176
GD0201_R,2176.842944785276,14908.63025210084,61176.793103448275,2972.9565217391305,960.4,1968.923076923077,2375.6470588235293
GD0201_V,822.7680981595092,5634.924369747899,23122.620689655174,1110.0289855072465,706.8615384615384,579.1692307692308,887.3235294117648
GD025A_B,2469.0944785276074,16910.18487394958,69390.06896551725,3283.072463768116,1222.8153846153846,2041.4615384615386,2587.955882352941
GD030A_R,2198.7361963190183,15058.57142857143,61792.06896551724,2804.31884057971,1159.7230769230769,2049.6769230769232,2543.3382352941176
GD030A_S,3166.4306748466256,21686.058823529413,88987.62068965517,2886.246376811594,5197.569230769231,3536.769230769231,2674.5882352941176
GD0351_A,1539.1435582822087,10541.193277310924,43255.24137931035,1851.0869565217392,850.2461538461539,1365.7846153846153,1782.8088235294117
GD0351_C,1225.0969325153374,8390.36974789916,34429.44827586207,1360.231884057971,693.5076923076923,984.1692307692308,1477.6764705882354
GD0351_D,1823.198773006135,12486.61344537815,51238.1724137931,2122.1014492753625,910.4615384615385,1641.6923076923076,2053.8529411764707
GD0351_G,1002.1447852760737,6863.428571428572,28163.724137931036,1081.0434782608695,657.723076923077,925.0615384615385,1130.8088235294117
GD0451_R,1191.9730061349694,8163.512605042017,33498.55172413793,1521.9710144927535,841.5538461538462,1143.4769230769232,1102.6764705882354
GD0451_S,1488.9840490797546,10197.66386554622,41845.58620689655,1839.768115942029,785.7384615384616,1337.7230769230769,1592.985294117647
GD0451_T,500.65889570552145,3428.8823529411766,14070.241379310344,593.3913043478261,284.5846153846154,385.0,581.9852941176471
GD0451_V,261.45889570552146,1790.6638655462184,7347.896551724138,387.69565217391306,139.90769230769232,144.23076923076923,250.7941176470588
GD0501_B,1431.3840490797545,9803.176470588236,40226.8275862069,1733.5072463768115,839.7076923076924,1270.6,1559.0882352941176
GD0501_C,1819.6515337423314,12462.319327731093,51138.48275862069,2187.710144927536,789.4,1712.0307692307692,1922.1911764705883
GD0501_D,895.1595092024539,6130.714285714285,25157.068965517243,1085.8260869565217,561.7076923076924,906.7076923076924,828.0147058823529
GD0551_R,1590.4171779141104,10892.35294117647,44696.206896551725,1941.1739130434783,938.7384615384616,1446.9384615384615,1655.3235294117646
GD0551_S,1395.033128834356,9554.218487394957,39205.24137931035,1668.231884057971,762.1846153846154,1357.446153846154,1505.5294117647059
GD0551_V,413.70429447852763,2833.3529411764707,11626.51724137931,508.6666666666667,322.73846153846154,400.33846153846156,384.47058823529414
GD0551_W,635.3656441717792,4351.453781512605,17855.96551724138,724.4202898550725,473.61538461538464,574.3230769230769,666.4411764705883
GD0601_A,1543.1496932515338,10568.63025210084,43367.8275862069,1930.2753623188405,805.0307692307692,1397.2923076923078,1742.5
GD0601_B,1536.2134969325152,10521.126050420167,43172.89655172414,1822.159420289855,1090.8153846153846,1267.6153846153845,1507.0588235294117
GD0601_D,730.3374233128834,5001.890756302521,20525.0,950.8840579710145,318.89230769230767,639.8,818.0588235294117
