siteId,daily_average_flow,weekly_average_flow,monthly_average_flow,daily_Before_COVID,daily_1st_Lockdown,daily_2nd_Lockdown,daily_Post_COVID
GD0651_R,2125.8957055214723,14559.70588235294,59745.0,2418.31884057971,1128.4769230769232,2039.123076923077,2246.073529411765
GD0651_S,2392.8576687116565,16388.058823529413,67247.55172413793,2876.5072463768115,1342.7076923076922,2203.5692307692307,2520.6029411764707
GD0671_A,2178.3558282208587,14918.991596638656,61219.31034482759,2417.6376811594205,993.1384615384616,1837.076923076923,3185.3676470588234
GD0671_B,2369.277300613497,16226.563025210084,66584.86206896552,2918.449275362319,1109.3538461538462,2195.3230769230768,2597.3823529411766
GD0801_A,3926.7791411042945,26893.48739495798,110356.03448275862,5129.463768115942,3545.076923076923,4362.307692307692,2753.9117647058824
GD0801_C,578.0932515337423,3959.2100840336134,16246.413793103447,606.0579710144928,393.6923076923077,581.3692307692307,629.0882352941177
GD1001_R,883.7742331288343,6052.73949579832,24837.103448275862,933.8260869565217,459.0615384615385,848.3230769230769,920.2794117647059
GD1001_S,1154.0257668711656,7903.621848739495,32432.103448275862,1408.8985507246377,486.15384615384613,1011.0923076923077,1239.4117647058824
GD1001_T,1953.7877300613497,13380.98319327731,54908.1724137931,2295.855072463768,1031.9538461538461,1594.6461538461538,2294.9117647058824
GD1151_R,1295.555828220859,8872.9243697479,36409.58620689655,1571.840579710145,522.3846153846154,1129.8461538461538,1491.0735294117646
GD1151_S,1766.8527607361964,12100.714285714286,49654.65517241379,1803.304347826087,1167.5230769230768,1761.2615384615385,1872.9558823529412
GD1351_Q,771.2196319018404,5281.882352941177,21673.931034482757,903.8405797101449,479.10769230769233,644.9846153846154,856.2941176470588
GD1351_R,5170.179141104294,35409.21008403361,145299.8620689655,5901.231884057971,3883.107692307692,3934.8307692307694,4947.205882352941
GD1351_U,578.2233128834356,3960.1008403361343,16250.068965517241,694.5072463768116,399.03076923076924,487.1384615384615,645.9705882352941
GD1351_Y,2875.19754601227,19691.47899159664,80802.96551724138,3539.4202898550725,1347.7230769230769,2004.6615384615384,3301.044117647059
GD1451_F,666.7263803680981,4566.235294117647,18737.310344827587,819.695652173913,453.7076923076923,635.5076923076923,763.1470588235294
GD1501_A,4272.531288343558,29261.453781512606,120072.86206896552,4983.478260869565,2984.507692307692,3529.4307692307693,5145.044117647059
GD200A_R,935.2196319018404,6405.075630252101,26282.896551724138,999.6086956521739,444.38461538461536,855.2,1150.014705882353
GD200A_S,1272.7546012269938,8716.764705882353,35768.793103448275,1398.6376811594203,634.9076923076923,1187.553846153846,1410.8382352941176
GD205A_A,1067.3484662576686,7309.991596638655,29996.172413793105,1174.7391304347825,714.8461538461538,898.9384615384615,1377.1176470588234
GD205A_B,1457.683435582822,9983.29411764706,40965.93103448276,1590.2463768115942,740.1076923076923,1318.9692307692308,1667.3970588235295
GD207A_S,402.44539877300616,2756.2436974789916,11310.103448275862,486.0289855072464,244.44615384615383,361.6923076923077,404.86764705882354
GD210A_A,945.9398773006135,6478.495798319328,26584.172413793105,1068.1739130434783,705.3692307692307,917.1538461538462,964.2941176470588
GD2151_P,612.0306748466257,4191.638655462185,17200.172413793105,901.5652173913044,547.2461538461539,392.6461538461538,606.4264705882352
GD2151_R,1602.114110429448,10972.46218487395,45024.93103448276,1949.2898550724638,711.1384615384616,1373.0923076923077,1726.25
GD2151_S,1182.4269938650307,8098.134453781513,33230.275862068964,1090.536231884058,648.0923076923077,798.1692307692308,3731.3088235294117
GD217A_A,1842.6196319018404,12619.621848739496,51783.96551724138,2204.521739130435,861.276923076923,1620.0153846153846,2026.3823529411766
GD217A_B,1862.3361963190184,12754.655462184874,52338.06896551724,2203.31884057971,1361.1692307692308,1537.0615384615385,1975.9705882352941
GD2251_R,2163.2220858895707,14815.344537815126,60794.0,2670.5072463768115,1042.2769230769231,1944.0,2321.323529411765
GD2251_S,1569.0368098159508,10745.9243697479,44095.34482758621,1787.4202898550725,950.5846153846154,1282.9384615384615,1692.4411764705883
GD2301_A,1787.2957055214724,12240.72268907563,50229.1724137931,1207.3623188405797,731.1076923076923,1585.9076923076923,2303.073529411765
GD2301_B,1868.0453987730061,12793.75630252101,52498.51724137931,2489.753623188406,809.5538461538462,1625.5384615384614,1710.9705882352941
GD2301_C,823.5680981595092,5640.403361344538,23145.103448275862,947.4927536231884,357.3692307692308,625.3538461538461,992.7647058823529
GD2301_D,1210.2920245398773,8288.974789915967,34013.379310344826,1266.0579710144928,610.4769230769231,1059.1076923076923,1440.4411764705883
GD237A_S,2588.472392638037,17727.7731092437,72745.0,3086.8695652173915,1308.0307692307692,2234.230769230769,2812.3088235294117
GD310A_R,1539.403680981595,10542.974789915967,43262.55172413793,1957.0144927536232,833.6769230769231,1267.4923076923078,1624.4117647058824
GE0101_A,1486.1644171779142,10178.35294117647,41766.34482758621,1697.6521739130435,786.0461538461539,1345.7076923076922,1639.5735294117646
GE0101_B,694.5067484662577,4756.495798319328,19518.03448275862,716.304347826087,347.75384615384615,510.9846153846154,1517.1911764705883
GE0101_C,898.0196319018405,6150.302521008403,25237.44827586207,1040.7246376811595,544.0,829.0923076923077,1005.1029411764706
GE0271_A,2411.829447852761,16517.991596638654,67780.72413793103,2666.0289855072465,1477.3384615384616,2108.1846153846154,2695.264705882353
GE0271_C,1851.2073619631901,12678.436974789916,52025.31034482759,2228.1739130434785,1256.1384615384616,1555.553846153846,2193.4117647058824
GE0271_D,647.3558282208589,4433.571428571428,18192.931034482757,766.536231884058,445.84615384615387,539.876923076923,768.5882352941177
GE0301_R,1928.435582822086,13207.35294117647,54195.68965517241,2131.014492753623,1223.8307692307692,1514.8461538461538,2311.970588235294
GE0301_S,1203.234355828221,8240.638655462184,33815.03448275862,1388.9565217391305,720.1076923076923,1104.6461538461538,1286.6617647058824
GE0301_T,2039.880981595092,13970.61344537815,57327.68965517241,2246.217391304348,1338.3384615384616,1787.3384615384616,2223.985294117647
GE0301_V,1056.4196319018406,7235.142857142857,29689.03448275862,1087.4927536231885,717.876923076923,953.4307692307692,1189.8235294117646
GE032A_A,1752.4907975460123,12002.35294117647,49251.03448275862,1872.6811594202898,1240.0923076923077,1588.9384615384615,1639.8970588235295
GE032A_B,2002.4294478527606,13714.117647058823,56275.1724137931,2305.014492753623,1115.3538461538462,1681.2153846153847,2228.5882352941176
GE052A_A,1410.5116564417178,9660.226890756303,39640.24137931035,1579.304347826087,796.3846153846154,1340.4923076923078,1332.5882352941176
GE052A_B,1738.3447852760737,11905.470588235294,48853.48275862069,1715.0434782608695,1153.4,1439.1692307692308,1545.5441176470588
GE2151_R,810.003680981595,5547.504201680672,22763.896551724138,885.2898550724638,447.24615384615385,718.3538461538461,920.25
GE2151_T,1837.4920245398773,12584.504201680673,51639.862068965514,2345.3478260869565,1411.5692307692307,1626.4769230769232,1915.3235294117646
GE2151_V,1985.9742331288344,13601.420168067227,55812.724137931036,2365.3333333333335,1082.076923076923,1846.4153846153847,2141.25
GE222A_B,860.6282208588957,5894.218487394958,24186.620689655174,1839.2028985507247,551.4,533.3384615384615,816.8823529411765
GE2301_A,937.3926380368098,6419.957983193277,26343.96551724138,878.8985507246376,678.5692307692308,925.7384615384616,1070.6764705882354
GE2301_D,1308.4944785276073,8961.53781512605,36773.206896551725,1376.4347826086957,1068.6,1277.3846153846155,1414.235294117647
GF205A_V,695.2110429447853,4761.319327731092,19537.827586206895,780.4057971014493,460.10769230769233,653.8461538461538,770.1176470588235
GF210A_C,649.0674846625767,4445.294117647059,18241.03448275862,738.2028985507246,413.6461538461538,589.5384615384615,723.0441176470588
GF210A_D,1204.515337423313,8249.411764705883,33851.03448275862,1481.5942028985507,662.4923076923077,1107.8153846153846,1189.3088235294117
GF215A_T,1100.5533742331288,7537.403361344538,30929.344827586207,1235.4057971014493,622.8615384615384,895.4307692307692,1267.6176470588234
GG015A_A,1638.239263803681,11219.873949579833,46040.1724137931,1836.0,1468.8153846153846,1312.9692307692308,1662.7794117647059
GG015A_B,1283.9398773006135,8793.36974789916,36083.137931034486,1579.4782608695652,636.6923076923077,1069.1846153846154,1476.6617647058824
GG0171_R,1875.7754601226993,12846.697478991597,52715.75862068965,2395.1739130434785,2161.6615384615384,1380.2307692307693,1773.2941176470588
GG0171_S,1525.1975460122699,10445.680672268907,42863.31034482759,1725.855072463768,1324.923076923077,1269.1076923076923,1693.9264705882354
GG0171_T,1268.798773006135,8689.672268907563,35657.620689655174,1331.4927536231885,766.2923076923076,1139.0153846153846,1318.2794117647059
GG0251_A,2013.4907975460123,13789.873949579833,56586.03448275862,2403.0289855072465,1130.4615384615386,1756.7692307692307,2028.4558823529412
GG0251_C,1075.0122699386502,7362.4789915966385,30211.55172413793,1269.4782608695652,933.0615384615385,852.9538461538461,863.1617647058823
GG030A_R,2795.5042944785278,19145.680672268907,78563.31034482758,3333.855072463768,1693.5692307692307,2426.2615384615383,3220.705882352941
GG030A_S,2075.555828220859,14214.941176470587,58330.275862068964,2451.4057971014495,1933.0923076923077,1684.6615384615384,2057.5882352941176
GG0351_B,1085.2785276073619,7432.789915966387,30500.068965517243,1292.7536231884058,703.7538461538461,894.6153846153846,1161.2205882352941
GG0351_D,1812.038036809816,12410.176470588236,50924.51724137931,2295.5942028985505,981.9076923076923,1562.5230769230768,2134.3823529411766
GG0401_S,765.3889570552147,5241.949579831933,21510.068965517243,796.536231884058,674.6307692307693,804.5076923076923,677.2794117647059
GG0401_T,998.7092024539877,6839.899159663865,28067.172413793105,1161.4782608695652,562.876923076923,816.0307692307692,1091.7941176470588
GG0401_V,693.4036809815951,4748.941176470588,19487.03448275862,780.1159420289855,417.38461538461536,587.0461538461539,760.6470588235294
GG0951_B,865.1521472392639,5925.201680672269,24313.758620689656,1018.231884057971,462.7076923076923,728.5384615384615,976.9264705882352
GG0951_C,1024.163190184049,7014.226890756303,28782.51724137931,1150.1304347826087,518.4307692307692,860.276923076923,1194.1470588235295
GG0951_D,1077.6674846625767,7380.663865546218,30286.172413793105,1184.2173913043478,660.5384615384615,963.0307692307692,1165.0735294117646
GG1201_A,907.3496932515337,6214.201680672269,25499.655172413793,1124.4927536231885,489.89230769230767,760.6153846153846,1013.3823529411765
GG1201_B,1015.8625766871165,6957.378151260505,28549.241379310344,787.3623188405797,682.9692307692308,877.8923076923077,1318.3970588235295
GG2001_R,469.66625766871164,3216.621848739496,13199.241379310344,696.8550724637681,476.24615384615385,311.9846153846154,477.8382352941176
GG2001_S,628.1644171779141,4302.134453781513,17653.58620689655,935.2608695652174,495.1384615384615,416.0615384615385,657.6176470588235
GG2001_V,129.10920245398773,884.2352941176471,3628.4137931034484,123.66666666666667,105.26153846153846,120.76923076923077,139.02941176470588
GG2021_A,513.4736196319019,3516.6470588235293,14430.379310344828,686.927536231884,497.12307692307695,374.8615384615385,527.8235294117648
GG2021_C,229.5239263803681,1571.9495798319329,6450.413793103448,293.27536231884056,155.72307692307692,176.15384615384616,246.75
GG2051_R,923.2319018404908,6322.9747899159665,25946.0,1016.304347826087,854.2615384615384,862.0,937.5294117647059
GG2051_T,364.86134969325155,2498.840336134454,10253.862068965518,387.6231884057971,350.4,303.2923076923077,355.19117647058823
GG2051_W,1668.6122699386503,11427.89075630252,46893.75862068965,2268.4057971014495,2005.3538461538462,845.723076923077,1055.2794117647059
GG2151_R,968.0601226993865,6629.991596638655,27205.827586206895,1165.7391304347825,514.5384615384615,804.6461538461539,1263.4411764705883
GG2151_S,1577.239263803681,10802.100840336134,44325.862068965514,1910.5797101449275,797.1846153846154,1282.7384615384615,1748.2794117647059
GG220A_A,1482.798773006135,10155.302521008403,41671.75862068965,1892.2173913043478,848.4,1273.3384615384616,1569.014705882353
GG220A_B,1351.314110429448,9254.79831932773,37976.58620689655,1632.7971014492753,773.876923076923,1137.876923076923,1464.8235294117646
GG225A_S,1490.1656441717791,10205.75630252101,41878.793103448275,1818.304347826087,811.876923076923,1226.2769230769231,1668.1323529411766
GG230A_A,2252.849079754601,15429.176470588236,63312.8275862069,3687.449275362319,2723.753846153846,1353.4769230769232,1972.2941176470588
GG230A_B,1804.001226993865,12355.134453781513,50698.65517241379,1919.9130434782608,1333.1846153846154,1660.6153846153845,1949.8676470588234
GG2351_R,1038.7141104294478,7113.882352941177,29191.44827586207,1234.9565217391305,624.723076923077,931.3846153846154,1112.5735294117646
GG2351_S,1408.4748466257668,9646.27731092437,39583.0,1721.5942028985507,983.2923076923076,1239.9846153846154,1439.8382352941176
GG2351_T,1664.8736196319019,11402.285714285714,46788.68965517241,1699.8985507246377,855.0615384615385,1624.9076923076923,1890.7205882352941
GG2351_V,1000.4294478527607,6851.680672268908,28115.51724137931,977.6086956521739,575.6615384615385,925.0307692307692,1113.7058823529412
GG240A_B,933.4993865030675,6393.294117647059,26234.55172413793,940.2463768115942,459.55384615384617,680.2,819.9264705882352
GG2571_R,1557.2294478527608,10665.058823529413,43763.51724137931,747.6521739130435,978.8,1650.0615384615385,2120.029411764706
GG2571_S,1966.806134969325,13470.142857142857,55274.03448275862,2259.695652173913,842.6,1575.2153846153847,2333.6911764705883
GG2571_V,715.9496932515337,4903.35294117647,20120.655172413793,827.7536231884058,333.7846153846154,605.0153846153846,798.7205882352941
GG2571_W,759.7693251533742,5203.46218487395,21352.137931034482,841.3768115942029,300.46153846153845,642.6769230769231,923.8088235294117
GG2581_A,1868.4490797546011,12796.52100840336,52509.862068965514,2147.0,1029.6307692307691,1599.3076923076924,2116.3823529411766
GG2581_C,1202.0564417177914,8232.57142857143,33781.93103448276,1248.4057971014493,876.9846153846154,1190.923076923077,1250.1029411764705
GG2621_A,591.1239263803681,4048.453781512605,16612.620689655174,706.2028985507246,333.5076923076923,462.53846153846155,701.0147058823529
GG2621_C,760.3165644171779,5207.210084033613,21367.51724137931,871.1159420289855,440.0153846153846,682.9846153846154,852.2647058823529
GG2621_D,579.6282208588957,3969.72268907563,16289.551724137931,632.5652173913044,415.81538461538463,523.9230769230769,620.7647058823529
GG267A_A,874.160736196319,5986.899159663865,24566.931034482757,1002.2753623188406,608.6615384615385,722.3692307692307,889.9411764705883
GG267A_B,949.0061349693251,6499.495798319328,26670.344827586207,1011.7391304347826,725.2923076923076,817.8923076923077,1051.5294117647059
GG268A_R,1328.0539877300614,9095.495798319327,37322.89655172414,1347.2463768115942,1145.0615384615385,1155.876923076923,1533.6911764705883
GG268A_S,704.1153374233129,4822.302521008403,19788.068965517243,763.3768115942029,501.9384615384615,663.3230769230769,752.6470588235294
GG2701_A,883.2957055214724,6049.46218487395,24823.655172413793,979.304347826087,635.6,796.6615384615385,969.1911764705883
GG2701_B,1371.3668711656442,9392.134453781513,38540.137931034486,1431.3188405797102,1174.5384615384614,1295.6923076923076,1364.2058823529412
GG2701_D,714.9582822085889,4896.563025210084,20092.793103448275,847.8840579710145,717.9230769230769,614.1384615384616,650.4558823529412
GG272A_R,1242.0613496932515,8506.55462184874,34906.206896551725,1376.5507246376812,1029.076923076923,1064.0,1263.0588235294117
GG272A_S,1219.2098159509203,8350.050420168067,34264.0,1354.0289855072465,907.6461538461539,1031.7692307692307,1372.9558823529412
GG280A_R,1125.8662576687116,7710.764705882353,31640.724137931036,1293.2753623188405,1166.0615384615385,771.4769230769231,1076.3382352941176
GG280A_S,1176.4981595092024,8057.529411764706,33063.65517241379,1188.4347826086957,1104.3384615384616,947.0769230769231,1029.9264705882354
GG2951_R,866.4564417177914,5934.134453781513,24350.41379310345,1149.695652173913,822.6769230769231,640.4,835.1176470588235
GG2951_S,1269.763190184049,8696.27731092437,35684.724137931036,1599.7536231884058,1177.0923076923077,1049.0923076923077,1115.5
GG2951_T,1252.1779141104294,8575.840336134454,35190.51724137931,1302.7101449275362,1071.323076923077,1178.4153846153847,1384.8382352941176
GG2951_V,837.7361963190184,5737.436974789916,23543.275862068964,1003.5217391304348,693.723076923077,687.4769230769231,887.5294117647059
GG3001_A,1005.3128834355829,6885.126050420168,28252.758620689656,1099.0434782608695,841.1846153846154,881.1846153846154,1071.5588235294117
GG3001_B,1039.0662576687116,7116.294117647059,29201.344827586207,545.7246376811594,846.9692307692308,970.1846153846154,1264.4558823529412
GH0101_A,798.6257668711656,5469.579831932773,22444.137931034482,1036.0144927536232,384.3692307692308,567.876923076923,899.3529411764706
GH0101_B,1158.831901840491,7936.53781512605,32567.172413793105,1363.376811594203,711.4615384615385,950.9076923076923,1236.1176470588234
GH0151_R,926.7779141104295,6347.26050420168,26045.655172413793,1360.608695652174,531.9076923076923,822.6,849.1617647058823
GH0151_S,985.4,6748.747899159664,27693.137931034482,1113.8840579710145,710.723076923077,631.4769230769231,1065.8823529411766
GH0151_T,658.4282208588957,4509.403361344538,18504.103448275862,978.5072463768116,419.5692307692308,603.0461538461539,618.9264705882352
GH0151_V,758.7533742331289,5196.504201680672,21323.58620689655,959.4492753623189,441.9076923076923,670.3846153846154,827.2941176470588
GH020A_A,1182.3386503067484,8097.529411764706,33227.793103448275,1577.7971014492753,706.4769230769231,981.2461538461539,1296.3235294117646
GH020A_B,1219.436809815951,8351.605042016807,34270.379310344826,1401.3623188405797,808.6923076923077,1237.5230769230768,1183.6470588235295
GH025A_S,1180.1447852760737,8082.504201680672,33166.137931034486,1730.4927536231885,729.876923076923,1027.9692307692308,1062.8235294117646
GH0301_A,1412.0723926380367,9670.915966386554,39684.10344827586,1783.4057971014493,865.2307692307693,1087.676923076923,1469.7794117647059
GH0301_B,1338.7423312883436,9168.697478991597,37623.275862068964,2036.1884057971015,708.8,1082.8307692307692,1314.9117647058824
GH0301_C,1002.5779141104294,6866.394957983193,28175.896551724138,1031.144927536232,544.723076923077,930.2,1125.8529411764705
GH0301_D,1067.078527607362,7308.142857142857,29988.58620689655,1264.7101449275362,596.6,967.8461538461538,1211.264705882353
GH0401_S,748.7263803680981,5127.83193277311,21041.793103448275,829.8550724637681,562.3692307692307,706.0615384615385,753.6029411764706
GH0401_T,1143.79754601227,7833.571428571428,32144.655172413793,1578.231884057971,637.2,912.3384615384615,1207.6470588235295
GH0401_V,662.8319018404908,4539.563025210084,18627.862068965518,781.1449275362319,368.2153846153846,594.4769230769231,814.7941176470588
GH050A_S,1165.3361963190184,7981.084033613445,32749.96551724138,1840.2898550724638,591.876923076923,927.3846153846154,1219.1176470588234
GH1001_A,741.7067484662576,5079.756302521008,20844.51724137931,1640.3623188405797,300.67692307692306,502.33846153846156,755.0294117647059
GH1001_B,665.5693251533743,4558.310924369748,18704.793103448275,865.6521739130435,431.5076923076923,569.0615384615385,703.9705882352941
GH1001_C,423.48588957055216,2900.344537815126,11901.413793103447,431.1304347826087,228.41538461538462,395.15384615384613,481.25
GH1001_D,460.8969325153374,3156.563025210084,12952.793103448275,647.6231884057971,245.93846153846152,392.55384615384617,482.0147058823529
GH1001_E,862.6294478527608,5907.924369747899,24242.862068965518,910.6811594202899,524.2461538461539,783.0,958.8823529411765
GH1021_R,975.8085889570552,6683.058823529412,27423.58620689655,1258.6376811594203,646.4615384615385,794.5384615384615,1050.3382352941176
GH1021_S,550.7361963190184,3771.8487394957983,15477.586206896553,710.0434782608696,390.66153846153844,478.16923076923075,574.2647058823529
GH1051_A,680.7717791411043,4662.428571428572,19132.03448275862,975.8840579710145,392.0769230769231,576.3538461538461,703.6911764705883
GH1051_B,2107.2687116564416,14432.134453781513,59221.51724137931,1757.0144927536232,1749.5846153846153,1837.0307692307692,1944.8382352941176
GH1051_C,780.1276073619632,5342.890756302521,21924.275862068964,869.7101449275362,639.0153846153846,700.3230769230769,729.3676470588235
GH1051_D,710.5619631901841,4866.453781512605,19969.241379310344,858.072463768116,465.2307692307692,599.3846153846154,791.3382352941177
GH1051_E,994.6294478527608,6811.957983193277,27952.51724137931,1126.2898550724638,774.0307692307692,868.1846153846154,1041.764705882353
GH2151_B,644.9730061349693,4417.252100840336,18125.96551724138,446.9710144927536,378.24615384615385,554.0461538461539,810.2941176470588
GH2151_C,698.9754601226994,4787.100840336135,19643.620689655174,401.2463768115942,433.7076923076923,672.2923076923076,857.1911764705883
GH2201_S,541.442944785276,3708.201680672269,15216.413793103447,564.231884057971,340.66153846153844,311.2,755.3970588235294
GH2201_T,779.5963190184049,5339.252100840336,21909.344827586207,1165.0144927536232,508.32307692307694,676.2923076923076,728.2794117647059
GH2201_V,556.2061349693251,3809.3109243697477,15631.310344827587,910.5072463768116,407.66153846153844,401.61538461538464,586.3970588235294
GH2621_A,1356.277300613497,9288.789915966387,38116.06896551724,1338.4927536231885,1053.1076923076923,1318.8923076923077,1443.2205882352941
GH2671_R,1169.3398773006136,8008.504201680672,32862.48275862069,1184.6666666666667,765.0923076923077,1009.0,1384.3823529411766
GH2671_S,1004.0858895705521,6876.72268907563,28218.275862068964,1053.9855072463768,628.6923076923077,812.7692307692307,1288.1029411764705
GH3051_A,683.161963190184,4678.798319327731,19199.206896551725,810.3768115942029,390.5230769230769,527.2615384615384,797.1911764705883
GH3051_B,482.7435582822086,3306.18487394958,13566.758620689656,751.6086956521739,271.38461538461536,349.95384615384614,561.4852941176471
GH3051_C,1206.7963190184048,8265.033613445377,33915.137931034486,1620.1304347826087,638.1538461538462,979.7692307692307,1368.014705882353
GH3051_D,678.036809815951,4643.697478991597,19055.172413793105,1054.840579710145,503.38461538461536,511.2923076923077,735.4411764705883
GH3101_R,244.25398773006134,1672.8319327731092,6864.379310344828,258.4782608695652,153.6,242.46153846153845,256.63235294117646
GH3101_S,525.1300613496933,3596.4789915966385,14757.965517241379,782.0434782608696,438.4,337.7230769230769,620.6911764705883
GH3101_V,777.4920245398773,5324.8403361344535,21850.206896551725,1052.376811594203,404.3692307692308,626.1692307692308,953.9852941176471
GH312A_D,1274.5104294478529,8728.789915966387,35818.137931034486,1478.8840579710145,884.8,1021.7384615384616,1419.1911764705883
GH3171_C,605.2638036809816,4145.294117647059,17010.0,665.2753623188406,401.03076923076924,561.8,683.8823529411765
GH3171_D,723.0294478527608,4951.8403361344535,20319.620689655174,974.3623188405797,385.2307692307692,637.4615384615385,815.4264705882352
GH3171_G,206.039263803681,1411.109243697479,5790.413793103448,213.82608695652175,127.0,219.96923076923076,218.0735294117647
GH320A_B,745.4760736196318,5105.571428571428,20950.44827586207,1014.0,439.38461538461536,641.9846153846154,779.9264705882352
GH3251_R,571.7803680981596,3915.9747899159665,16069.0,649.7826086956521,312.2153846153846,517.6923076923077,627.4558823529412
GH3251_T,444.560736196319,3044.6806722689075,12493.689655172413,454.39130434782606,277.61538461538464,402.15384615384613,537.6176470588235
GH3251_V,718.7030674846626,4922.210084033613,20198.03448275862,718.7246376811594,467.46153846153845,710.3692307692307,778.8529411764706
GH3251_W,207.57055214723925,1421.5966386554621,5833.448275862069,215.6231884057971,124.03076923076924,190.8923076923077,230.11764705882354
GH3271_K,763.8171779141104,5231.18487394958,21465.896551724138,1046.4202898550725,478.0153846153846,694.8461538461538,714.0441176470588
GH3271_L,1464.7067484662577,10031.394957983193,41163.31034482759,1663.144927536232,779.6461538461539,1370.3384615384616,1656.8382352941176
GH3271_M,627.721472392638,4299.100840336135,17641.137931034482,803.2898550724638,358.4,589.5538461538462,739.9705882352941
GH3271_N,402.14601226993864,2754.1932773109243,11301.689655172413,628.5652173913044,299.12307692307695,268.0,425.80882352941177
GH3301_A,1106.99754601227,7581.53781512605,31110.44827586207,1279.1304347826087,588.8307692307692,976.6615384615385,1193.4117647058824
GH3301_B,974.9472392638037,6677.1596638655465,27399.379310344826,1066.2173913043478,480.61538461538464,909.123076923077,1132.264705882353
GH3301_D,918.5398773006135,6290.8403361344535,25814.137931034482,943.7826086956521,723.5692307692308,599.3384615384615,1182.8529411764705
GH335A_R,1138.758282208589,7799.058823529412,32003.03448275862,1254.1304347826087,655.0307692307692,1012.6153846153846,1229.5294117647059
GH335A_S,1488.798773006135,10196.394957983193,41840.379310344826,1660.159420289855,854.0923076923077,1372.7076923076922,1651.6911764705883
GH340A_T,453.2269938650307,3104.0336134453783,12737.241379310344,676.5652173913044,287.16923076923075,369.4307692307692,485.13235294117646
GH3451_K,451.1668711656442,3089.924369747899,12679.344827586207,491.6231884057971,348.3076923076923,394.24615384615385,501.3529411764706
GH3451_L,149.61349693251535,1024.6638655462184,4204.6551724137935,254.30434782608697,39.93846153846154,83.44615384615385,179.51470588235293
GH3451_M,359.29447852760734,2460.714285714286,10097.413793103447,499.9710144927536,295.75384615384615,292.6923076923077,416.1029411764706
GH3451_N,597.8036809815951,4094.201680672269,16800.344827586207,893.4492753623189,430.95384615384614,455.95384615384614,601.7058823529412
GI0301_T,936.4233128834355,6413.319327731092,26316.724137931036,1086.7391304347825,690.0,766.3076923076923,947.0
GI0401_S,1778.7472392638037,12182.176470588236,49988.93103448276,2101.014492753623,893.7076923076924,1579.753846153846,2028.4117647058824
GI1571_A,1141.844171779141,7820.193277310925,32089.758620689656,865.0,650.2461538461539,940.5230769230769,1280.3382352941176
GI1571_C,850.3533742331289,5823.848739495798,23897.862068965518,890.9855072463768,568.4,782.6461538461539,922.3088235294117
GI1571_D,1037.235582822086,7103.756302521008,29149.896551724138,1208.840579710145,684.6923076923077,955.6461538461539,1061.7794117647059
GJ011A_V,1042.1325153374232,7137.294117647059,29287.51724137931,1599.159420289855,613.4153846153846,822.0923076923077,909.9264705882352
GJ0131_C,2806.9055214723926,19223.764705882353,78883.72413793103,3189.8115942028985,1783.8615384615384,2253.0307692307692,3176.544117647059
GJ0131_D,1134.4245398773005,7769.378151260505,31881.241379310344,1414.768115942029,682.1846153846154,917.7692307692307,1285.0
GJ0141_T,1330.4466257668712,9111.882352941177,37390.137931034486,1566.391304347826,700.2307692307693,1128.0461538461539,1462.735294117647
GJ0151_A,1161.2588957055216,7953.1596638655465,32635.379310344826,1257.3478260869565,657.6,1038.3846153846155,1304.3823529411766
GJ0151_B,1040.001226993865,7122.697478991597,29227.620689655174,57.47826086956522,637.2923076923076,888.0307692307692,1323.4117647058824
GJ0151_C,843.2453987730062,5775.16806722689,23698.103448275862,1272.1884057971015,435.0,670.7846153846153,701.5441176470588
GJ0151_H,947.8773006134969,6491.764705882353,26638.620689655174,43.710144927536234,826.123076923077,999.6307692307693,1077.6764705882354
GJ0161_L,335.6429447852761,2298.731092436975,9432.724137931034,346.7536231884058,231.90769230769232,373.9384615384615,385.8970588235294
GJ0161_M,1553.398773006135,10638.823529411764,43655.862068965514,1820.7536231884058,1065.8153846153846,1330.7692307692307,1730.4117647058824
GJ0161_N,582.4245398773006,3988.873949579832,16368.137931034482,653.0869565217391,387.9384615384615,569.2923076923076,633.8823529411765
GJ0161_P,1035.3852760736197,7091.084033613445,29097.896551724138,1215.4057971014493,642.3692307692307,956.2,1192.1323529411766
GJ0161_Q,920.3779141104294,6303.428571428572,25865.793103448275,997.9710144927536,689.3076923076923,813.7076923076924,1202.5882352941176
GJ0171_A,1931.6957055214723,13229.680672268907,54287.31034482759,2221.521739130435,1298.7692307692307,1715.5076923076922,2111.6029411764707
GJ0171_B,922.3607361963191,6317.008403361345,25921.51724137931,1228.8985507246377,540.6307692307693,763.0923076923077,1033.6029411764705
GJ0171_D,1741.0895705521473,11924.268907563026,48930.620689655174,1829.6376811594203,1568.1692307692308,1800.2307692307693,1663.3676470588234
GJ025A_C,2110.5460122699387,14454.579831932773,59313.620689655174,2424.855072463768,1154.1076923076923,1669.2,2408.176470588235
GJ0301_R,457.9079754601227,3136.09243697479,12868.793103448275,563.9130434782609,287.12307692307695,393.46153846153845,447.22058823529414
GJ0301_S,1075.563190184049,7366.252100840336,30227.03448275862,1280.4347826086957,521.3846153846154,834.0615384615385,1272.764705882353
GJ0301_T,1990.2957055214724,13631.01680672269,55934.1724137931,2347.710144927536,1096.9692307692308,1886.0615384615385,2191.485294117647
