POI_num_300,Public Infrastructure_300,Commercial Services_300,Education and Health_300,Transport_300,Retail_300,Sport and Entertainment_300,"Accommodation, Eating and Drinking_300",Manufacturing and Production_300,Attractions_300,POI_mix_300,"Industrial, commercial, public, military and private units_300",Roads and railways_300,Urban residential areas_300,Green urban areas (including Sports and leisure facilities)_300,"Natural areas (Arable land, forests, herbaceous vegetation associations, pastures and water)_300","Other (Construction sites, land without current use, mineral extraction and dump sites and port areas)_300",landuse_mix_300,mean_age_300,median_age_300,population_density(persons/sq.km)_300,employment_density(persons/sq.km)_300,male_percent_300,white_percent_300,collegeDegree_percent_300,bicycle_percent(commute)_300,walk_percent(commute)_300,car_percent(commute)_300,motorway(km/sq.km)_300,majorRoad(km/sq.km)_300,secondaryRoad(km/sq.km)_300,localRoad(km/sq.km)_300,road,building,vegetation,car
263,-2.5276315944543417,-0.8993251977158584,-3.374929454841545,-2.3941002018298185,-2.2048582021912906,-3.007204674716228,-1.6601310267496183,-3.6262438831224513,-4.473541743509655,-0.2238138857291817,-1.218851469754594,-1.0655240465219047,-1.7754197243133865,-6.8719657371428875,-1.7787754731326455,-3.8829601386539614,-0.23566916765473628,29.756466844159217,27.40074751255075,2583.8564898620066,1342.8547454950633,-0.5143606336253088,-0.2707545135472378,-0.7213492351693351,-5.431657102964369,-0.7317823575243821,-2.284734245740145,0.0,6.196522342847174,4.799740730911993,7.581615655668634,-1.4778904832950939,-1.0382887097525615,-4.5230584700915335,-4.25309737264336
1173,-2.7365865083671443,-0.6703901934373291,-2.908436765293804,-3.7714829826491463,-2.083713226945139,-3.4564019360092506,-1.8688228173876495,-3.66612246699132,-4.582413198865475,-0.3405201891055674,-1.3564990596682247,-1.3155987887656295,-0.746283238947772,0.0,0.0,0.0,-0.03936449338241723,30.179313258355574,25.49589509667452,1968.4648120127667,998.9355401212233,-0.5806956921931786,-0.26438382307079356,-0.7309356884110052,-4.849737435860223,-0.7083140204803521,-2.2749740843371837,0.0,0.0,9.60588479476024,17.204120715200435,-1.262303645816736,-0.5891856693684581,-7.598326993977265,-3.1817154968339088
1035,-2.722649000523363,-0.567131885871373,-2.783273622339798,-3.476420802899743,-2.6936614636501104,-3.6099521955242655,-1.8987315887802227,-3.8976342679760463,-4.639571612705423,-0.4031453951562501,-1.5789831557091907,-1.3800223348416292,-0.6153516045653031,-6.324652911314616,0.0,0.0,-0.31013431787160334,30.18756419461343,25.376079107941973,2043.1175186204034,1009.4257428508188,-0.6258900601666169,-0.27732291002117526,-0.7029319781730032,-4.924521461899792,-0.6779525738285191,-2.2563221017630712,0.0,0.0,9.297026228128912,20.40425580445849,-1.3080103966097076,-0.6293742118858215,-9.170493511614135,-2.231180482424895
933,-2.7275313366740326,-0.5086842953246475,-2.744060638625243,-3.4044179963621977,-2.988257599137285,-3.619529375979143,-2.0509134580652977,-3.8939662216809032,-4.641180623511124,-0.4442106896369093,-1.5751970653013887,-1.5073576931810506,-0.596094234048396,-3.8834636658686796,0.0,0.0,-0.2606331066747779,30.13185314578798,25.451687389468695,1917.3000803818936,918.4053168613797,-0.625701167468217,-0.28942019034402156,-0.7108940409094967,-5.0593828663038005,-0.6850400787060972,-2.295324358589759,0.20319014344871306,0.02623300301625511,8.503896904394345,21.725595267229306,-1.2351897737363808,-0.6020138551019583,-7.296816919918192,-2.8640847103465092
148,-2.2246235515243336,-0.9898790885316442,-3.6109179126442243,-2.052773294597675,-2.2246235515243336,-3.20545280453606,-1.739115735742633,-3.6109179126442243,-4.304065093204169,-0.19873591340218902,-1.137468510756734,-1.2401777969144783,-1.678147021465239,0.0,-1.7308327100291463,-3.6427180309163174,-0.11204929434381916,29.123482227223672,27.34331382202327,2765.3868620672492,1455.6016011171625,-0.5168119756649798,-0.27872734094259327,-0.7005612878814852,-5.389534064427764,-0.7335858745372597,-2.2406463003395816,0.0,6.122960256479164,3.5996862264161766,9.553653482377364,-1.0050570647422856,-1.2154449126219686,-3.500612588633614,-5.630595195633914
160,-2.436116485618568,-1.1239300966523995,-3.4657359027997265,-2.184802057337662,-1.6411866107486806,-3.6888794541139363,-1.742969305058623,-3.1292636661785136,-5.075173815233827,-0.19035027250793635,-1.3763034640692544,-0.9986292738958681,-1.9406384422475662,-4.0331546328828365,-1.6523764059236234,-3.6427180309163174,-0.19282909320793534,29.958070257690267,27.962626775450488,2056.1689867000355,1071.4280883650163,-0.41827821652710084,-0.2645971686716925,-0.7927456812087129,-5.084429047337194,-0.8534200192622463,-2.18411378596601,0.0,10.1211880669394,2.696747698960105,6.443667788036017,-1.1479885620660035,-1.5978525254769762,-4.203733649525024,-2.722820509952056
164,-2.3918162267219882,-1.110882381259924,-3.308106958596144,-2.209494669928034,-1.6658792233390523,-3.713572066704308,-1.7676619176489945,-3.153956278768885,-5.099866427824199,-0.18777881698321153,-1.3884316441958013,-0.997764843605191,-1.927604714295218,-4.007781370786157,-1.6503635921524353,-3.6427180309163174,-0.19132624491279798,29.944251562541517,27.921449640571605,2061.9921356281147,1070.7086444451402,-0.41621764828010865,-0.2654865412049602,-0.795367249196879,-5.092663565819996,-0.8542382149142561,-2.190100889287618,0.0,10.103299439536851,2.6516536864131153,6.526480471667434,-1.1479885620660033,-1.597852525476976,-4.203733649525024,-2.722820509952056
161,-2.373354163882253,-1.0924203184201886,-3.289644895756408,-2.248191020928247,-1.6802069833223077,-3.6951100038645723,-1.7491998548092593,-3.289644895756408,-5.081404364984463,-0.19345081212206316,-1.3997927613980334,-0.9971726273086453,-1.9161930107554233,-3.9850232885094936,-1.6477024920439862,-3.6427180309163174,-0.18996630036020898,29.932630165764266,27.881056330329987,2067.99010010795,1070.6348297547017,-0.4144720865914952,-0.2661280400814508,-0.7973318824061968,-5.102677054982814,-0.8541240344504455,-2.1960840016895893,0.0,10.068088037513986,2.6044207176782037,6.6316576031466,-1.1479885620660033,-1.597852525476976,-4.203733649525024,-2.722820509952056
552,-2.649986400147449,-1.364788155898927,-3.2225055929187794,-3.0177111802727663,-1.0986122886681098,-3.317815772723104,-1.7491998548092593,-3.4803347022208793,-4.5217885770490405,-0.22254171393885971,-1.0929123899165396,-1.091794081067384,-1.7147164567737627,-4.521789016423698,-1.9785966414150606,0.0,-0.16531766505284592,30.51037870178668,26.519165398440805,2478.178606625387,1283.4747709498765,-0.4636598106631823,-0.21722081400253912,-0.7178896018067075,-5.032919520667164,-0.7786402476125412,-2.176232915078991,0.0,4.5481169061654345,4.889828177783118,9.492453653786866,-1.1314580797970633,-0.6684585300053469,-6.770383398486211,-4.542893831147679
543,-2.608229865819999,-1.3844544341978833,-3.2060668665756196,-3.11905548958599,-1.0241097613701886,-3.4067375620377707,-1.819772505455729,-3.524520597694154,-4.910814958814044,-0.2435395873795779,-1.040261760134212,-1.148877951428091,-1.757952581793245,-4.076765577108324,-1.964072913570844,0.0,-0.15414654208829323,30.71941629773129,26.284719918163876,2473.608747455053,1287.892214817444,-0.45109912046802997,-0.20467777214020802,-0.734697542181245,-5.082126264995771,-0.7970906578443412,-2.1199826250471263,0.0,4.05625697219304,4.218668144105677,11.61717180578061,-1.7716923095957333,-0.8534868510438351,-5.271975929385795,-5.257739066436201
1030,-2.660647962207626,-1.0995836340577414,-3.0054884484993556,-3.641477215219352,-1.2954070102855677,-3.3537951427675714,-1.7725281073001673,-3.4715781784239548,-4.452407431435681,-0.2395356587261801,-0.9252872743008207,-1.1604389037176046,-1.316374578572369,0.0,-3.8108968003767294,0.0,-0.17161701619836106,30.545269098801235,26.01034683706924,2183.1668241966267,1142.1253296861685,-0.49436478500837255,-0.21818045008491108,-0.7280580529714569,-4.84116024861338,-0.766816030239549,-2.2202936903965993,0.0,2.6390759137002444,6.110044131359803,12.848598959663494,-1.0735980606594115,-0.7834312292487203,-7.544126537079586,-5.217843652655716
267,-2.6968769005040847,-1.1805294111359965,-2.6428096792338094,-2.4517544424711,-1.269760544863939,-3.2846635654062037,-2.1532614539151034,-3.39002408106403,0.0,-0.15122180469958185,-0.934747152685082,-1.6370182016763748,-1.8268794458240094,-3.4367916122117332,-1.5156156881362435,0.0,-0.1231007488552008,31.217992340620604,26.805570511265802,3109.764067639342,1411.4291492255302,-0.375074428969699,-0.24300559309281106,-0.7940135855931785,-4.817605321316591,-0.8513747988555993,-2.150543056474253,0.0,4.156203490531861,1.3412073394385131,13.45200760736582,-1.3115701651515856,-1.7348828324129586,-1.8235081675426352,-2.5855673755780084
201,-2.595254706956866,-1.2257674641533562,-2.595254706956866,-2.21226245470076,-1.453157306349017,-3.00071981506503,-2.21226245470076,-3.1060803307228566,-4.61015772749913,-0.1424698889965086,-0.790646194879832,-1.5517370716999441,-2.22246230695167,-3.937587363110671,-1.5763340068061207,0.0,-0.1900984326609601,32.28062908318328,28.336486260092713,2972.596763836109,1234.306821302068,-0.35451640351685804,-0.2574445558151272,-0.8745618099016121,-4.746944024479312,-0.9316391474373561,-2.229247789848435,0.0,5.333661781224708,1.3651706597104405,13.275933447812733,-1.375931574084344,-1.7357176290877083,-3.688331358731621,-5.268520842039489
321,-2.404145293143542,-1.2605816166131658,-2.726918685406593,-2.513344585108534,-1.2496525460809755,-3.3735458503316456,-2.13385496340363,-3.3735458503316456,-5.07829394257007,-0.1828032706370595,-0.8186770267420911,-1.5932045609925067,-2.010744132995571,-3.6834688295115883,-1.6261391444185045,0.0,-0.163596828686663,32.47847236319832,27.93265152758309,3036.8071231121285,1407.7496136313794,-0.4090008230461635,-0.2064751100028042,-0.7661716261970405,-4.701855566956293,-0.8591573095298802,-2.126577542883123,0.0,3.7609739688143264,2.2453200140638505,12.735430714769251,-1.4760229653277226,-0.8037148985213086,-3.1845318827033817,-2.759757169837749
476,-2.5544999415871956,-1.3212307677728288,-3.332204510175204,-1.7227665977411035,-1.337104116929119,-3.7675225814330493,-2.4765384001174837,-3.526360524616161,-3.169685580677429,-0.16612110555264925,-0.4898669460876552,-1.8024309639810032,-1.7504202288841535,-3.022207427227735,0.0,0.0,-0.27920348474671963,33.10127030591649,28.837132288642195,2115.253138714987,555.3457463362831,-0.6103467233873606,-0.3095009565671823,-1.415778016637697,-5.4897243310132415,-1.053202473498977,-2.7760514256915183,0.0,0.0,7.364769710573898,11.199421450685637,-1.060377702932335,-1.081254221092207,-2.794368204761424,-7.007731338464091
