POI_num_400,Public Infrastructure_400,Commercial Services_400,Education and Health_400,Transport_400,Retail_400,Sport and Entertainment_400,"Accommodation, Eating and Drinking_400",Manufacturing and Production_400,Attractions_400,POI_mix_400,"Industrial, commercial, public, military and private units_400",Roads and railways_400,Urban residential areas_400,Green urban areas (including Sports and leisure facilities)_400,"Natural areas (Arable land, forests, herbaceous vegetation associations, pastures and water)_400","Other (Construction sites, land without current use, mineral extraction and dump sites and port areas)_400",landuse_mix_400,mean_age_400,median_age_400,population_density(persons/sq.km)_400,employment_density(persons/sq.km)_400,male_percent_400,white_percent_400,collegeDegree_percent_400,bicycle_percent(commute)_400,walk_percent(commute)_400,car_percent(commute)_400,motorway(km/sq.km)_400,majorRoad(km/sq.km)_400,secondaryRoad(km/sq.km)_400,localRoad(km/sq.km)_400,road,building,vegetation,car
392,-2.1645993500201426,-0.8295982832878027,-2.020018121209035,-3.406312482328926,-2.8802193864321466,-3.1986731175506815,-2.1000608288825715,-2.9267394020670396,-4.584967478670572,-0.23088029648661085,-1.1991771725706666,-1.5427911729776504,-0.8470687514182575,-2.8805361355674295,0.0,0.0,-0.13104270775657398,33.89680626751429,31.36784549743852,7456.55291589792,3244.536299084764,-0.642956332156594,-0.25832750654543946,-1.0669458275463335,-4.510103513382553,-1.0567794960397412,-2.079587624159928,4.181104639900896,4.026223425808127,5.326095624323045,16.251332970689123,-1.1685666837787134,-1.5050029894787518,-1.3654264673556444,-5.080222274779669
395,-1.9899017183368475,-0.6656797858593346,-2.5448985604159757,-3.145672420844906,-3.0344467857346813,-2.9343633271776985,-2.5776883832389665,-3.2062970426613404,-4.592591403781231,-0.30268653957376307,-1.0990475211498314,-1.3627967195489272,-0.9068746935769245,-4.949980493930606,0.0,0.0,-0.2166733277349354,33.060410419431655,30.739408845592447,6497.433067982125,2664.836819544271,-0.6333031166120913,-0.27430617311519656,-1.1016831170577737,-4.925422873246163,-1.097413265964427,-2.159729307920092,8.775857713014537,5.776688743877668,3.770990912680745,15.19574316688402,-1.2988101494862723,-1.8977818212435005,-1.4583715145413931,-2.2262769517301946
610,-2.006739709903104,-0.7751042878336114,-2.629269323249096,-3.6408702349275757,-2.9477230543676307,-3.0122615755052013,-1.7983384403260976,-3.5230871992711923,-4.621699487939302,-0.27922098498378684,-1.4025708465104865,-1.4338911421625975,-0.6764722927877016,-4.92684981176899,0.0,0.0,-0.2623160345469919,31.74165943522518,28.883818137315146,6809.647434801253,2756.741916439676,-0.658629327227786,-0.27770193098081186,-1.0018156079464735,-4.667181230391646,-0.9137581392709063,-2.197764649346227,6.765824173439418,3.411209752735405,5.485026185080012,16.333495994462925,-1.2053968874851475,-1.151001071054302,-3.1808904520971875,-4.5947772553181245
550,-2.0332521592104613,-0.764740833746954,-2.7263993397704067,-3.4195465203303517,-2.9426224482400425,-2.9426224482400425,-1.8325814637483102,-3.5373295559867355,-4.518158808998462,-0.27544379211328074,-1.2743145790173285,-1.372388226361154,-0.770713231444224,-5.474177966341272,0.0,0.0,-0.24617800283767963,32.12740487835997,29.47078598697567,6787.830791535122,2710.607223620112,-0.6373967692025895,-0.27540104840799307,-1.0504766683187552,-4.822340831000426,-0.9692591035543486,-2.2313071912792344,7.8425036174569485,4.501257852827191,5.293359576086545,15.75196225557236,-1.3454431272610274,-1.1193702332456807,-3.18658794959007,-3.918156236799725
887,-2.4571116420232486,-0.5832872197408892,-2.598190240283154,-3.4556404721343754,-3.0742729156052717,-3.4205491523231055,-2.0171603578439146,-3.6968025289512636,-4.302938332521579,-0.37466203860274777,-1.267120526607443,-1.4343389704405853,-0.7613671917845571,-4.338332394233499,0.0,0.0,-0.22149237832085172,29.9427116548462,26.527674282563783,3589.6817515421035,1219.8915734070167,-0.598736832920887,-0.29782446289151937,-1.0542867240366571,-4.931842250120943,-0.8515930695385725,-2.4894840231183077,5.9856952011502464,3.4225846155196105,5.871047975639746,18.659229008730613,-1.1623105196734873,-0.9060296863136085,-2.6147897348270477,-3.3933321342273546
698,-2.1537699480899337,-0.789317328885092,-2.6163934700380467,-3.5524868292083815,-2.8346470360580645,-3.114231898277226,-1.7607273599803266,-3.5036966650389494,-3.7756303805225913,-0.25606841578821404,-1.2888770861841157,-1.441085519704568,-0.7450912994156376,-4.338332394233499,0.0,0.0,-0.2253502808763045,30.14013326365009,26.575191332910475,6052.523392675342,2297.742503658258,-0.6400898266290429,-0.31557092187370533,-0.9333014779544179,-4.459271768018391,-0.8241737874987869,-2.3435430275345066,5.847150170741505,3.2036244972440664,5.9323882623972475,16.83610809961762,-1.3591127331354949,-0.7334290071773037,-3.51531219459998,-3.6020559196518995
924,-2.5520459526256287,-0.5520685823000397,-2.768269061095265,-3.2733640101522705,-2.9575110607337933,-3.4965075614664802,-2.032921526044943,-3.832979798087693,-4.526126978647638,-0.4004154759047724,-0.9967732351693955,-1.5508921627877372,-0.9018588743795876,-4.338332394233499,0.0,0.0,-0.2138446672862529,29.656998513213033,26.021949209927264,2575.935576525466,1131.2586868108515,-0.5074621908043689,-0.2885352665539335,-0.8647353091403285,-5.536018487317539,-0.9239343953427502,-2.3421664239310815,3.3080991057211913,2.486272663839464,5.1541238309844095,17.939161196707722,-1.2035853847973454,-0.668669035727546,-7.017597521385145,-4.283082861172521
721,-2.3611314321088424,-0.5380063036025677,-2.8194390215913865,-3.248434627109745,-3.213343307298475,-3.28480227128062,-2.2239303105953576,-3.4895966839266332,-4.971201224850849,-0.40538241375491996,-0.8670051656860422,-1.4428304859472711,-1.0946451627435259,-4.724463495024162,0.0,0.0,-0.21915572409898268,29.841923398680034,27.00572995436818,2767.1552583953194,1220.892234946272,-0.515088920337227,-0.2805362530955825,-0.8849011191831074,-5.576841465690932,-0.9395743788147995,-2.3406386144042983,7.5025274201139345,5.0916947972804785,4.44934488978152,16.478811415597782,-1.302967578245164,-0.6961390828007965,-3.6110321370038356,-4.3868710334088945
754,-2.42069974861699,-0.534082485930258,-2.6000406772728066,-3.3295555020036267,-3.19140516352281,-3.367295829986474,-2.2433657333340746,-3.580869930284533,-5.2390980068880655,-0.41329375885794545,-0.9570686921813667,-1.4737387558223496,-0.9838809280704354,-4.338332394233499,0.0,0.0,-0.20477203255407647,29.955677705627107,26.85984974793603,2747.0508455568743,1189.2997509819313,-0.5229484472801551,-0.2796132967937472,-0.9102870425448641,-5.510767293200271,-0.9408719769360961,-2.356652025314983,6.976814734249734,4.315748970318917,4.273297381111899,17.257884740925988,-1.2213761841144342,-0.7129907748258641,-3.244738903192749,-7.11574458252467
747,-2.4264104431063918,-0.5270203096859712,-2.608731999900346,-3.3202283191284883,-3.214867803470662,-3.5715427474093944,-2.209345937868564,-3.5715427474093944,-5.229770824012927,-0.4239084683014064,-0.9685536118834019,-1.4744328576307013,-0.9717995423499921,-4.338332394233499,0.0,0.0,-0.20478351891583138,29.94276680062537,26.821681984898557,2747.080922743688,1184.8361224621335,-0.5242179217555897,-0.2796910153782324,-0.9131032911726481,-5.505961224135388,-0.938585165042203,-2.3591814070315653,6.897675734380556,4.281222784662427,4.278521678993204,17.30120723014441,-1.2213761841144342,-0.7129907748258641,-3.2447389031927485,-7.11574458252467
884,-2.480391969433474,-0.5658569429459143,-2.6255739792779713,-3.4522525524624394,-3.0708849959333353,-3.4522525524624394,-2.057069243925303,-3.6934146092793276,-4.299550412849643,-0.38613104568038586,-1.2618219373139163,-1.4393432990200172,-0.7620244448875889,-4.338332394233498,0.0,0.0,-0.22153805816214958,29.871465330270578,26.392402235535286,3358.500975843363,1164.7754256367305,-0.5931965977493123,-0.2955374750206159,-1.038143935538365,-4.98551848227488,-0.8557579198046837,-2.4998435586816408,5.824335364203672,3.3946784524050866,5.813189824469568,19.09745454429549,-1.164817239764347,-0.9464804058926585,-3.907929705015894,-3.135303870985469
